Number,Name,Classification,Height,Weight,Typings,Abilities,Base Stat Total,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed
#878,Cufant,Copperderm Pokémon,"['3\'11""', '1.2m']","['220.5lbs', '100.0kg']",['Steel'],"['Sheer Force', 'Heavy Metal']",330,72,80,49,40,49,40
#879,Copperajah,Copperderm Pokémon,"['9\'10""', '3.0m']","['1433.0lbs', '650.0kg']",['Steel'],"['Sheer Force', 'Heavy Metal']",500,122,130,69,80,69,30
#880,Dracozolt,Fossil Pokémon,"['5\'11""', '1.8m']","['418.9lbs', '190.0kg']","['Electric', 'Dragon']","['Volt Absorb', 'Hustle', 'Sand Rush']",505,90,100,90,80,70,75
#881,Arctozolt,Fossil Pokémon,"['7\'07""', '2.3m']","['330.7lbs', '150.0kg']","['Electric', 'Ice']","['Volt Absorb', 'Static', 'Slush Rush']",505,90,100,90,90,80,55
#882,Dracovish,Fossil Pokémon,"['7\'07""', '2.3m']","['474.0lbs', '215.0kg']","['Water', 'Dragon']","['Water Absorb', 'Strong Jaw', 'Sand Rush']",505,90,90,100,70,80,75
#883,Arctovish,Fossil Pokémon,"['6\'07""', '2.0m']","['385.8lbs', '175.0kg']","['Water', 'Ice']","['Water Absorb', 'Ice Body', 'Slush Rush']",505,90,90,100,80,90,55
#884,Duraludon,Alloy Pokémon,"['5\'11""', '1.8m']","['88.2lbs', '40.0kg']","['Steel', 'Dragon']","['Light Metal', 'Heavy Metal', 'Stalwart']",535,70,95,115,120,50,85
#885,Dreepy,Lingering Pokémon,"['1\'08""', '0.5m']","['4.4lbs', '2.0kg']","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",270,28,60,30,40,30,82
#886,Drakloak,Caretaker Pokémon,"['4\'07""', '1.4m']","['24.3lbs', '11.0kg']","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",410,68,80,50,60,50,102
#887,Dragapult,Stealth Pokémon,"['9\'10""', '3.0m']","['110.2lbs', '50.0kg']","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",600,88,120,75,100,75,142
#888,Zacian,Warrior Pokémon,"['9\'02""', '2.8m']","['242.5lbs', '110.0kg']",['Fairy'],['Intrepid Sword'],670,92,130,115,80,115,138
#889,Zamazenta,Warrior Pokémon,"['9\'06""', '2.9m']","['463.0lbs', '210.0kg']",['Fighting'],['Dauntless Shield'],670,92,130,115,80,115,138
#890,Eternatus,Gigantic Pokémon,"['65\'07""', '20.0m']","['2094.4lbs', '950.0kg']","['Poison', 'Dragon']",['Pressure'],690,140,85,95,145,95,130
#891,Kubfu,Wushu Pokémon,"['2\'00""', '0.6m']","['26.5lbs', '12.0kg']",['Fighting'],['Inner Focus'],385,60,90,60,53,50,72
#892,Urshifu,Wushu Pokémon,"['6\'03""', '1.9m']","['231.5lbs', '105.0kg']","['Fighting', 'Dark']",['Unseen Fist'],550,100,130,100,63,60,97
#893,Zarude,Rogue Monkey Pokémon,"['5\'11""', '1.8m']","['154.3lbs', '70.0kg']","['Dark', 'Grass']",['Leaf Guard'],600,105,120,105,70,95,105
#894,Regieleki,Electron Pokémon,"['3\'11""', '1.2m']","['319.7lbs', '145.0kg']",['Electric'],['Transistor'],580,80,100,50,100,50,200
#895,Regidrago,Dragon Orb Pokémon,"['6\'11""', '2.1m']","['440.9lbs', '200.0kg']",['Dragon'],"[""Dragon's Maw""]",580,200,100,50,100,50,80
#896,Glastrier,Wild Horse Pokémon,"['7\'03""', '2.2m']","['1763.7lbs', '800.0kg']",['Ice'],['Chilling Neigh'],580,100,145,130,65,110,30
#897,Spectrier,Swift Horse Pokémon,"['6\'07""', '2.0m']","['98.1lbs', '44.5kg']",['Ghost'],['Grim Neigh'],580,100,65,60,145,80,130
#898,Calyrex,King Pokémon (Calyrex)High King Pokémon (Rider),"['3\'07""', '1.1m']","['17.0lbs', '7.7kg']","['Psychic', 'Grass']",['Unnerve'],500,100,80,80,80,80,80
#899,Wyrdeer,Big Hornr Pokémon,"['5\'11""', '1.8m']","['209.7lbs', '95.1kg']","['Normal', 'Psychic']","['Intimidate', 'Frisk', 'Sap Sipper']",525,103,105,72,105,75,65
#900,Kleavor,Axe Pokémon,"['5\'11""', '1.8m']","['196.2lbs', '89kg']","['Bug', 'Rock']","['Swarm', 'Sheer Force', 'Steadfast']",500,70,135,95,45,70,85
#901,Ursaluna,Peat Pokémon,"['7\'10""', '2.4m']","['639.3lbs', '290kg']","['Ground', 'Normal']","['Guts', 'Bulletproof', 'Unnerve']",550,130,140,105,45,80,50
#902,Basculegion,Big Fish Pokémon,"['9\'10""', '3m']","['242.5lbs', '110kg']","['Water', 'Ghost']","['Rattled', 'Adaptability', 'Mold Breaker']",530,120,112,65,80,75,78
#903,Sneasler,Free Climb Pokémon,"['4\'03""', '1.3m']","['94.8lbs', '43kg']","['Fighting', 'Poison']","['Pressure', 'Poison Touch']",510,80,130,60,40,80,120
#904,Overqwil,Pin Cluster Pokémon,"['8\'02""', '2.5m']","['133.4lbs', '60.5kg']","['Dark', 'Poison']","['Poison Point', 'Swift Swim', 'Intimidate']",510,85,115,95,65,65,85
#905,Enamorus,Love-Hate Pokémon,"['5\'03""', '1.6m']","['105.8lbs', '48kg']","['Fairy', 'Flying']","['Healer', 'Contrary']",580,74,115,70,135,80,106
